,deal_id,deal_date,deal_year,firm_name,firm_id,round_total_raw,round_total,num_investors,avg_invest_per_investor,investor_name,deal_type,country,city,year_founded,codex_category,market,problem_1,problem_2,problem_3,analytics,ai,point_integrated,firm_age
546,DEAL0356,2015-10-14,2015,Concord,FIRM0627,above,350000.0,6,58333.333333333336,Alven Capital,Venture Capital,USA,San Francisco,2015,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,0
547,DEAL0356,2015-10-14,2015,Concord,FIRM0627,above,350000.0,6,58333.333333333336,Arnaud Vaissie,Venture Capital,USA,San Francisco,2013,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
548,DEAL0356,2015-10-14,2015,Concord,FIRM0627,above,350000.0,6,58333.333333333336,Cota Capital,Venture Capital,USA,San Francisco,2015,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,0
549,DEAL0356,2015-10-14,2015,Concord,FIRM0627,2700000,2700000.0,6,450000.0,undisclosed,Venture Capital,USA,San Francisco,2015,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,0
550,DEAL0356,2015-10-14,2015,Concord,FIRM0627,above,2700000.0,6,450000.0,Tien Tzuo,Venture Capital,USA,San Francisco,2015,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,0
551,DEAL0356,2015-10-14,2015,Concord,FIRM0627,above,2700000.0,6,450000.0,WTI,Venture Capital,USA,San Francisco,2015,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,0
552,DEAL0357,2015-10-14,2015,LawBooth,FIRM0133,250000,250000.0,1,250000.0,undisclosed,Seed Fund,Canada,Ontario,2015,Legal Marketplace,Consumer,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,0
553,DEAL0358,2015-10-26,2015,LawPath,FIRM0396,1300000,1300000.0,2,650000.0,Adcock Group,Venture Capital,Australia,Sydney,2013,Legal Document Automation,Corporate,Contracts,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,2
554,DEAL0358,2015-10-26,2015,LawPath,FIRM0396,above,1300000.0,2,650000.0,Macdoch Ventures,Venture Capital,Australia,Sydney,2015,Legal Document Automation,Corporate,Contracts,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,0
555,DEAL0359,2015-11-02,2015,Lexoo,FIRM0471,above,1300000.0,5,260000.0,Angels Den,Seed Fund,UK,London,2014,Legal Marketplace,Corporate,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,1
556,DEAL0359,2015-11-02,2015,Lexoo,FIRM0471,1190000,1190000.0,5,238000.0,Forward Partners,Seed Fund,UK,London,2014,Legal Marketplace,Corporate,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,1
557,DEAL0359,2015-11-02,2015,Lexoo,FIRM0471,above,1190000.0,5,238000.0,London Co-Investment Fund,Seed Fund,UK,London,2014,Legal Marketplace,Corporate,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,1
558,DEAL0359,2015-11-02,2015,Lexoo,FIRM0471,above,1190000.0,5,238000.0,Qventures,Seed Fund,UK,London,2014,Legal Marketplace,Corporate,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,1
559,DEAL0359,2015-11-02,2015,Lexoo,FIRM0471,above,1190000.0,5,238000.0,Wild Blue Cohort,Seed Fund,UK,London,2014,Legal Marketplace,Corporate,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,1
560,DEAL0360,2015-11-04,2015,Premonition,FIRM0481,2000000,2000000.0,1,2000000.0,undisclosed,Seed Fund,USA,Miami,2014,Legal Analytics,Corporate,LitTech ,Legal Research,NONE,1.0,1.0,Point Solution,1
561,DEAL0361,2015-11-11,2015,PactSafe,FIRM0397,320000,320000.0,1,320000.0,undisclosed,Seed Fund,USA,Indianapolis,2013,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
562,DEAL0362,2015-11-15,2015,Seal Software,FIRM0144,9000000,9000000.0,1,9000000.0,undisclosed,Venture Capital,USA,California,2010,Legal Practice Management,Corporate,Legal Research,eDiscovery,NONE,1.0,1.0,Integrated Solution,5
563,DEAL0363,2015-11-18,2015,Stampery,FIRM0492,600000,600000.0,3,200000.0,Blockchain Capital,Seed Fund,USA,California,2015,Legal Document Automation,Corporate,Contracts,Legal Research,Workflow & PM,1.0,0.0,Integrated Solution,0
564,DEAL0363,2015-11-18,2015,Stampery,FIRM0492,above,600000.0,3,200000.0,Boost VC,Seed Fund,USA,California,2015,Legal Document Automation,Corporate,Contracts,Legal Research,Workflow & PM,1.0,0.0,Integrated Solution,0
565,DEAL0363,2015-11-18,2015,Stampery,FIRM0492,above,600000.0,3,200000.0,Draper Associates,Seed Fund,USA,California,2015,Legal Document Automation,Corporate,Contracts,Legal Research,Workflow & PM,1.0,0.0,Integrated Solution,0
566,DEAL0364,2015-11-24,2015,PactSafe,FIRM0397,1000000,1000000.0,1,1000000.0,undisclosed,Convertible Note,USA,Indianapolis,2013,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
567,DEAL0365,2015-12-15,2015,Pramata,FIRM0064,Above,1000000.0,3,333333.3333333333,Argosy Capital,Series A,USA,California,2005,Legal Analytics,Corporate,Legal Ops,NONE,NONE,1.0,1.0,Integrated Solution,10
568,DEAL0365,2015-12-15,2015,Pramata,FIRM0064,10000000,10000000.0,3,3333333.3333333335,Peninsula ventures,Series A,USA,California,2005,Legal Analytics,Corporate,Legal Ops,NONE,NONE,1.0,1.0,Integrated Solution,10
569,DEAL0365,2015-12-15,2015,Pramata,FIRM0064,Above,10000000.0,3,3333333.3333333335,Volition Capital,Series A,USA,California,2005,Legal Analytics,Corporate,Legal Ops,NONE,NONE,1.0,1.0,Integrated Solution,10
570,DEAL0367,2015-12-21,2015,ClearView Social,FIRM0307,above,10000000.0,3,3333333.3333333335,Rand Capital,Seed Fund,USA,New York,2013,Legal Practice Management,Corporate,Other Practice Tech,NONE,NONE,1.0,1.0,Point Solution,2
571,DEAL0367,2015-12-21,2015,ClearView Social,FIRM0307,above,10000000.0,3,3333333.3333333335,Rochester Angel Network,Seed Fund,USA,New York,2013,Legal Practice Management,Corporate,Other Practice Tech,NONE,NONE,1.0,1.0,Point Solution,2
572,DEAL0367,2015-12-21,2015,ClearView Social,FIRM0307,500000,500000.0,3,166666.66666666666,Z80 Labs Technology Incubator,Seed Fund,USA,New York,2013,Legal Practice Management,Corporate,Other Practice Tech,NONE,NONE,1.0,1.0,Point Solution,2
573,DEAL0368,2015-12-31,2015,ContractRoom,FIRM0213,750000,750000.0,1,750000.0,undisclosed,Angel,USA,California,2012,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,1.0,Integrated Solution,3
574,DEAL0369,2016-01-01,2016,Esquify,FIRM0553,500000,500000.0,1,500000.0,undisclosed,Angel,USA,Chicago,2015,Legal Document Automation,Corporate,eDiscovery,Workflow & PM,Peak Load / Staffing,1.0,1.0,Integrated Solution,1
575,DEAL0370,2016-01-01,2016,Resis,FIRM0680,150000,150000.0,1,150000.0,undisclosed,Seed Fund,Poland,Krakow,2014,Legal Practice Management,Corporate,Legal Ops,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
576,DEAL0371,2016-01-01,2016,ROSS Intelligence,FIRM0487,Above,150000.0,2,75000.0,Hedgewood,Seed Fund,USA,San Francisco,2014,Legal Research,Corporate,Legal Research,NONE,NONE,1.0,1.0,Point Solution,2
577,DEAL0371,2016-01-01,2016,ROSS Intelligence,FIRM0487,4300000,4300000.0,2,2150000.0,iNovia Capital,Seed Fund,USA,San Francisco,2014,Legal Research,Corporate,Legal Research,NONE,NONE,1.0,1.0,Point Solution,2
578,DEAL0372,2016-01-13,2016,IP Shark,FIRM0130,550000,550000.0,1,550000.0,undisclosed,Seed Fund,USA,Los Angeles,2010,Legal Research,Corporate,Other Practice Tech,NONE,NONE,1.0,0.0,Point Solution,6
579,DEAL0373,2016-01-14,2016,Everlaw,FIRM0125,8100000,8100000.0,2,4050000.0,Andreessen Horowitz,Series A,USA,California,2010,Legal Practice Management,Corporate,Other Practice Tech,Legal Ops,Workflow & PM,1.0,0.0,Integrated Solution,6
580,DEAL0373,2016-01-14,2016,Everlaw,FIRM0125,above,8100000.0,2,4050000.0,K9 Ventures,Series A,USA,California,2010,Legal Practice Management,Corporate,Other Practice Tech,Legal Ops,Workflow & PM,1.0,0.0,Integrated Solution,6
581,DEAL0374,2016-01-15,2016,ClearView Social,FIRM0307,923000,923000.0,1,923000.0,undisclosed,Seed Fund,USA,New York,2013,Legal Practice Management,Corporate,Other Practice Tech,NONE,NONE,1.0,1.0,Point Solution,3
582,DEAL0375,2016-01-17,2016,Fixed (now Lawgix),FIRM0327,700000,700000.0,1,700000.0,undisclosed,Seed Fund,USA,San Francisco,2013,Legal Marketplace,Corporate,Peak Load / Staffing,Workflow & PM,NONE,1.0,0.0,Integrated Solution,3
583,DEAL0376,2016-01-27,2016,ClaimKit,FIRM0161,1800000,1800000.0,1,1800000.0,Flyover Capital,Series A,USA,Kansas,2014,Legal Document Automation,Corporate,Workflow & PM,eDiscovery,NONE,1.0,0.0,Point Solution,2
584,DEAL0377,2016-01-27,2016,Wevorce,FIRM0281,above,1800000.0,3,600000.0,Forefront Venture Capital,Series A,USA,Idaho,2012,Legal Document Automation,Consumer,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,4
585,DEAL0377,2016-01-27,2016,Wevorce,FIRM0281,above,1800000.0,3,600000.0,Service Provider Capital,Series A,USA,Idaho,2012,Legal Document Automation,Consumer,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,4
586,DEAL0377,2016-01-27,2016,Wevorce,FIRM0281,3100000,3100000.0,3,1033333.3333333334,Techstar Ventures,Series A,USA,Idaho,2012,Legal Document Automation,Consumer,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,4
587,DEAL0379,2016-02-01,2016,MisAbogados.com,FIRM0476,150000,150000.0,1,150000.0,Mountain Nazca,Seed Fund,Chile,Santiago,2014,Legal Marketplace,Consumer,Peak Load / Staffing,Workflow & PM,NONE,0.0,0.0,Point Solution,2
588,DEAL0380,2016-02-01,2016,X2X Community (The Family Community),FIRM0508,1000000,1000000.0,1,1000000.0,ME Attorney Group,Seed Fund,USA,Maine,2014,Legal Marketplace,Consumer,Workflow & PM,Legal Ops,NONE,0.0,0.0,Integrated Solution,2
589,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,1000000.0,13,76923.07692307692,645 Ventures,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
590,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,1000000.0,13,76923.07692307692,AME Cloud Ventures,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
591,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,1000000.0,13,76923.07692307692,Conversion Capital,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
592,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,10000000,10000000.0,13,769230.7692307692,Green Visor Capital,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
593,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,10000000.0,13,769230.7692307692,GVA Capital,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
594,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,10000000.0,13,769230.7692307692,Lyne Capital,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
595,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,10000000.0,13,769230.7692307692,undisclosed,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
596,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,10000000.0,13,769230.7692307692,New Enterprise Associates,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
597,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,10000000.0,13,769230.7692307692,Perle Ventures,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
598,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,10000000.0,13,769230.7692307692,Plug and Play,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
599,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,10000000.0,13,769230.7692307692,Renren Inc,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
600,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,10000000.0,13,769230.7692307692,SF Capital Group,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
601,DEAL0381,2016-02-02,2016,FiscalNote,FIRM0326,above,10000000.0,13,769230.7692307692,Visionnaire Ventures,Series C,USA,Washington,2013,Legal Analytics,Corporate,Workflow & PM,NONE,NONE,1.0,1.0,Integrated Solution,3
602,DEAL0384,2016-02-08,2016,avvoka,FIRM0519,210000,210000.0,1,210000.0,undisclosed,Seed Fund,UK,London,2015,Legal Practice Management,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
603,DEAL0387,2016-02-18,2016,cicayda,FIRM0208,2200000,2200000.0,1,2200000.0,undisclosed,Series B,USA,Nashville,2012,Legal Practice Management,Corporate,Workflow & PM,eDiscovery,NONE,1.0,0.0,Integrated Solution,4
604,DEAL0388,2016-03-16,2016,LegalSifter,FIRM0354,1600000,1600000.0,1,1600000.0,undisclosed,Seed Fund,USA,Pittsburgh,2013,Legal Analytics,Corporate,Legal Research,KM,NONE,1.0,1.0,Integrated Solution,3
605,DEAL0389,2016-03-22,2016,Apperio,FIRM0157,above,1600000.0,3,533333.3333333334,IQ Capital Partners,Seed Fund,UK,London,2011,Legal Analytics,Corporate,Legal Ops,Workflow & PM,NONE,1.0,0.0,Integrated Solution,5
606,DEAL0389,2016-03-22,2016,Apperio,FIRM0157,above,1600000.0,3,533333.3333333334,Nextlaw Labs,Seed Fund,UK,London,2011,Legal Analytics,Corporate,Legal Ops,Workflow & PM,NONE,1.0,0.0,Integrated Solution,5
607,DEAL0389,2016-03-22,2016,Apperio,FIRM0157,2380000,2380000.0,3,793333.3333333334,Notion,Seed Fund,UK,London,2011,Legal Analytics,Corporate,Legal Ops,Workflow & PM,NONE,1.0,0.0,Integrated Solution,5
608,DEAL0390,2016-03-23,2016,Checkr,FIRM0411,above,2380000.0,4,595000.0,Accel Partners,Series B,USA,San Francisco,2014,Legal Document Automation,Corporate,Workflow & PM,NONE,NONE,1.0,0.0,Point Solution,2
609,DEAL0390,2016-03-23,2016,Checkr,FIRM0411,above,2380000.0,4,595000.0,Institutional Venture Partners,Series B,USA,San Francisco,2014,Legal Document Automation,Corporate,Workflow & PM,NONE,NONE,1.0,0.0,Point Solution,2
610,DEAL0390,2016-03-23,2016,Checkr,FIRM0411,above,2380000.0,4,595000.0,Signatures Capital,Series B,USA,San Francisco,2014,Legal Document Automation,Corporate,Workflow & PM,NONE,NONE,1.0,0.0,Point Solution,2
611,DEAL0390,2016-03-23,2016,Checkr,FIRM0411,40000000,40000000.0,4,10000000.0,Y Combinator,Series B,USA,San Francisco,2014,Legal Document Automation,Corporate,Workflow & PM,NONE,NONE,1.0,0.0,Point Solution,2
612,DEAL0391,2016-03-31,2016,Eris Industries (Monax),FIRM0431,70000000,70000000.0,1,70000000.0,Mondroit Capital,Grant,UK,London,2016,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,0
613,DEAL0393,2016-04-27,2016,Mark43,FIRM0253,above,70000000.0,8,8750000.0,Bezos Expeditions,Series B,USA,New York,2012,E-Discovery,Corporate,Legal Ops,Other Practice Tech,NONE,1.0,0.0,Integrated Solution,4
614,DEAL0393,2016-04-27,2016,Mark43,FIRM0253,27000000,27000000.0,8,3375000.0,General Catalyst,Series B,USA,New York,2012,E-Discovery,Corporate,Legal Ops,Other Practice Tech,NONE,1.0,0.0,Integrated Solution,4
615,DEAL0393,2016-04-27,2016,Mark43,FIRM0253,above,27000000.0,8,3375000.0,Goldman Sachs,Series B,USA,New York,2012,E-Discovery,Corporate,Legal Ops,Other Practice Tech,NONE,1.0,0.0,Integrated Solution,4
616,DEAL0393,2016-04-27,2016,Mark43,FIRM0253,above,27000000.0,8,3375000.0,Govtech Fund,Series B,USA,New York,2012,E-Discovery,Corporate,Legal Ops,Other Practice Tech,NONE,1.0,0.0,Integrated Solution,4
617,DEAL0393,2016-04-27,2016,Mark43,FIRM0253,above,27000000.0,8,3375000.0,Lowercase Capital,Series B,USA,New York,2012,E-Discovery,Corporate,Legal Ops,Other Practice Tech,NONE,1.0,0.0,Integrated Solution,4
618,DEAL0393,2016-04-27,2016,Mark43,FIRM0253,above,27000000.0,8,3375000.0,Sound Ventures,Series B,USA,New York,2012,E-Discovery,Corporate,Legal Ops,Other Practice Tech,NONE,1.0,0.0,Integrated Solution,4
619,DEAL0393,2016-04-27,2016,Mark43,FIRM0253,above,27000000.0,8,3375000.0,Spark Capital,Series B,USA,New York,2012,E-Discovery,Corporate,Legal Ops,Other Practice Tech,NONE,1.0,0.0,Integrated Solution,4
620,DEAL0393,2016-04-27,2016,Mark43,FIRM0253,above,27000000.0,8,3375000.0,SV Angel,Series B,USA,New York,2012,E-Discovery,Corporate,Legal Ops,Other Practice Tech,NONE,1.0,0.0,Integrated Solution,4
621,DEAL0394,2016-05-01,2016,Upsolve,FIRM0667,20000,20000.0,2,10000.0,Harvard University,Grant,USA,New York,2016,Legal Document Automation,Corporate,Contracts,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,0
622,DEAL0394,2016-05-01,2016,Upsolve,FIRM0667,above,20000.0,2,10000.0,Yale Law School,Grant,USA,New York,2016,Legal Document Automation,Corporate,Contracts,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,0
623,DEAL0395,2016-05-12,2016,Captain Contrat,FIRM0300,1250000,1250000.0,2,625000.0,Aurinvest,Seed Fund,France,Paris,2013,Legal Document Automation,Corporate,Contracts,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,3
624,DEAL0395,2016-05-12,2016,Captain Contrat,FIRM0300,above,1250000.0,2,625000.0,F3A - Ambition Amorçage Angels @ Bpifrance,Seed Fund,France,Paris,2016,Legal Document Automation,Corporate,Contracts,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,0
625,DEAL0396,2016-05-16,2016,everplans,FIRM0225,3200000,3200000.0,1,3200000.0,undisclosed,Venture Capital,USA,New York,2012,Legal Document Automation,Consumer,Contracts,NONE,NONE,0.0,0.0,Point Solution,4
626,DEAL0398,2016-06-01,2016,MeWe.Org (now CoInspect),FIRM0474,785000,785000.0,1,785000.0,undisclosed,Angel,USA,California,2014,Legal Compliance,Corporate,RegTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
627,DEAL0399,2016-06-02,2016,Legalix,FIRM0467,75000,75000.0,1,75000.0,Envelp,Seed Fund,Mexico,Mexico City,2014,Legal Document Automation,Corporate,Contracts,KM,Workflow & PM,1.0,0.0,Integrated Solution,2
628,DEAL0400,2016-06-15,2016,Witnex,FIRM0669,250000,250000.0,1,250000.0,undisclosed,Angel,USA,Florida,2016,Legal Research,Corporate,LitTech ,Peak Load / Staffing,Workflow & PM,1.0,0.0,Integrated Solution,0
629,DEAL0401,2016-06-30,2016,everplans,FIRM0225,above,250000.0,4,62500.0,AEGON,Series A,USA,New York,2012,Legal Document Automation,Consumer,Contracts,NONE,NONE,0.0,0.0,Point Solution,4
630,DEAL0401,2016-06-30,2016,everplans,FIRM0225,6400000,6400000.0,4,1600000.0,Mousse Partners,Series A,USA,New York,2012,Legal Document Automation,Consumer,Contracts,NONE,NONE,0.0,0.0,Point Solution,4
631,DEAL0401,2016-06-30,2016,everplans,FIRM0225,above,6400000.0,4,1600000.0,RGAx,Series A,USA,New York,2012,Legal Document Automation,Consumer,Contracts,NONE,NONE,0.0,0.0,Point Solution,4
632,DEAL0401,2016-06-30,2016,everplans,FIRM0225,above,6400000.0,4,1600000.0,Transamerica Ventures,Series A,USA,New York,2012,Legal Document Automation,Consumer,Contracts,NONE,NONE,0.0,0.0,Point Solution,4
633,DEAL0403,2016-07-26,2016,Doxly,FIRM0647,500000,500000.0,1,500000.0,undisclosed,Venture Capital,USA,Indianapolis,2014,Legal Practice Management,Corporate,DealTech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
634,DEAL0405,2016-07-31,2016,FairClaim,FIRM0510,125000,125000.0,3,41666.666666666664,Aspiration Growth,Seed Fund,USA,Los Angeles,2014,Online Dispute Resolution,Corporate,LitTech ,Workflow & PM,Legal Ops,0.0,0.0,Integrated Solution,2
635,DEAL0405,2016-07-31,2016,FairClaim,FIRM0510,above,125000.0,3,41666.666666666664,undisclosed,Seed Fund,USA,Los Angeles,2014,Online Dispute Resolution,Corporate,LitTech ,Workflow & PM,Legal Ops,0.0,0.0,Integrated Solution,2
636,DEAL0405,2016-07-31,2016,FairClaim,FIRM0510,above,125000.0,3,41666.666666666664,undisclosed,Seed Fund,USA,Los Angeles,2012,Online Dispute Resolution,Corporate,LitTech ,Workflow & PM,Legal Ops,0.0,0.0,Integrated Solution,4
637,DEAL0407,2016-08-02,2016,CS Disco,FIRM0217,18600000,18600000.0,3,6200000.0,Bessemer Venture Partners,Series C,USA,Houston,2012,Legal Practice Management,Corporate,Workflow & PM,eDiscovery,NONE,1.0,1.0,Integrated Solution,4
638,DEAL0407,2016-08-02,2016,CS Disco,FIRM0217,above,18600000.0,3,6200000.0,LiveOak Venture Partners,Series C,USA,Houston,2012,Legal Practice Management,Corporate,Workflow & PM,eDiscovery,NONE,1.0,1.0,Integrated Solution,4
639,DEAL0407,2016-08-02,2016,CS Disco,FIRM0217,above,18600000.0,3,6200000.0,The Stephens Group,Series C,USA,Houston,2010,Legal Practice Management,Corporate,Workflow & PM,eDiscovery,NONE,1.0,1.0,Integrated Solution,6
640,DEAL0408,2016-08-03,2016,AirHelp,FIRM0290,above,18600000.0,8,2325000.0,Angel Capital Management,Series A,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,3
641,DEAL0408,2016-08-03,2016,AirHelp,FIRM0290,12000000,12000000.0,8,1500000.0,Khosla Ventures,Series A,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,3
642,DEAL0408,2016-08-03,2016,AirHelp,FIRM0290,above,12000000.0,8,1500000.0,New Europe Ventures,Series A,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,3
643,DEAL0408,2016-08-03,2016,AirHelp,FIRM0290,above,12000000.0,8,1500000.0,Upslope Ventures,Series A,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,3
644,DEAL0408,2016-08-03,2016,AirHelp,FIRM0290,above,12000000.0,8,1500000.0,U-Start,Series A,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,3
645,DEAL0408,2016-08-03,2016,AirHelp,FIRM0290,above,12000000.0,8,1500000.0,Westcott,Series A,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,3
646,DEAL0408,2016-08-03,2016,AirHelp,FIRM0290,above,12000000.0,8,1500000.0,Widening Venture,Series A,USA,New York,2016,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,0
647,DEAL0408,2016-08-03,2016,AirHelp,FIRM0290,above,12000000.0,8,1500000.0,Wosley Ventures,Series A,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,3
648,DEAL0409,2016-08-03,2016,Scrive,FIRM0150,above,12000000.0,3,4000000.0,Boris Nordenström,Venture Capital,Sweden,Stockholm,2013,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,0.0,0.0,Point Solution,3
649,DEAL0409,2016-08-03,2016,Scrive,FIRM0150,1021250,1021250.0,3,340416.6666666667,undisclosed,Venture Capital,Sweden,Stockholm,2010,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,0.0,0.0,Point Solution,6
650,DEAL0409,2016-08-03,2016,Scrive,FIRM0150,above,1021250.0,3,340416.6666666667,Sebastian Siemiatkowski,Venture Capital,Sweden,Stockholm,2010,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,0.0,0.0,Point Solution,6
651,DEAL0410,2016-08-05,2016,Legal Inc,FIRM0463,500000,500000.0,1,500000.0,Right Side Capital Management,Convertible Note,USA,Texas,2014,Legal Document Automation,Corporate,Contracts,RegTech,Workflow & PM,1.0,0.0,Integrated Solution,2
652,DEAL0411,2016-08-17,2016,Court Buddy,FIRM0672,12500,12500.0,1,12500.0,Libra Group,Non-equity assistance,USA,San Francisco,2016,Legal Marketplace,Consumer,Peak Load / Staffing,Workflow & PM,NONE,0.0,0.0,Integrated Solution,0
653,DEAL0412,2016-08-23,2016,Logikcull,FIRM0057,above,12500.0,2,6250.0,OpenView,Series A,USA,San Francisco,2004,Legal Practice Management,Corporate,eDiscovery,NONE,NONE,1.0,0.0,Point Solution,12
654,DEAL0412,2016-08-23,2016,Logikcull,FIRM0057,10000000,10000000.0,2,5000000.0,Storm Ventures,Series A,USA,San Francisco,2004,Legal Practice Management,Corporate,eDiscovery,NONE,NONE,1.0,0.0,Point Solution,12
655,DEAL0413,2016-08-24,2016,Legalist,FIRM0676,120000,120000.0,1,120000.0,Y Combinator,Seed Fund,USA,San Francisco,2008,Legal Analytics,Consumer,LitTech ,Peak Load / Staffing,NONE,1.0,0.0,Integrated Solution,8
656,DEAL0414,2016-08-26,2016,synergist.io,FIRM0620,450000,450000.0,1,450000.0,Investitionsbank Berlin,Seed Fund,Germany,Berlin,2015,Legal Practice Management,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Point Solution,1
657,DEAL0415,2016-08-30,2016,Ascent Technologies,FIRM0517,1200000,1200000.0,1,1200000.0,undisclosed,Seed Fund,USA,Chicago,2015,Legal Document Automation,Corporate,RegTech,Workflow & PM,Legal Research,1.0,1.0,Integrated Solution,1
658,DEAL0416,2016-08-30,2016,Gadfly Legal Technologies,FIRM0433,695000,695000.0,1,695000.0,undisclosed,Debt Financing,USA,Boston,2014,Legal Document Automation,Corporate,Contracts,NONE,NONE,1.0,0.0,Point Solution,2
659,DEAL0418,2016-09-01,2016,Compensation2Go ,FIRM0639,1250000,1250000.0,1,1250000.0,undisclosed,Venture Capital,Germany,Bochum,2016,Legal Practice Management,Consumer,LitTech ,Peak Load / Staffing,NONE,1.0,0.0,Integrated Solution,0
